Item_Identifier,i_weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,O_Size
FDD21,10.3,Regular,0.030693756,Fruits and Vegetables,114.2176,OUT018,2009,Tier 3,Supermarket Type2,2175.8344,Medium
FDD22,10,Low Fat,0.100055625,Snack Foods,113.3544,OUT018,2009,Tier 3,Supermarket Type2,3467.4864,Medium
FDD23,9.5,Regular,0.048883854,Starchy Foods,185.7898,OUT018,2009,Tier 3,Supermarket Type2,2619.2572,Medium
FDD29,12.15,Low Fat,0.018485511,Frozen Foods,253.1698,OUT018,2009,Tier 3,Supermarket Type2,1522.0188,Medium
FDD32,17.7,Regular,0.041098734,Fruits and Vegetables,80.9276,OUT018,2009,Tier 3,Supermarket Type2,487.3656,Medium
FDD33,12.85,Low Fat,0.108633372,Fruits and Vegetables,233.8642,OUT018,2009,Tier 3,Supermarket Type2,2323.642,Medium
FDD36,13.3,Low Fat,0.02136022,Baking Goods,120.4124,OUT018,2009,Tier 3,Supermarket Type2,1777.686,Medium
FDD39,16.7,Low Fat,0.07044068,Dairy,216.885,OUT018,2009,Tier 3,Supermarket Type2,6275.165,Medium
FDD44,8.05,Regular,0.078719835,Fruits and Vegetables,258.5646,OUT018,2009,Tier 3,Supermarket Type2,3091.9752,Medium
FDD45,8.615,Low Fat,0.116722514,Fruits and Vegetables,95.4436,OUT018,2009,Tier 3,Supermarket Type2,567.2616,Medium
FDD48,10.395,Low Fat,0.030281543,Baking Goods,116.3176,OUT018,2009,Tier 3,Supermarket Type2,1259.6936,Medium
FDD50,18.85,Low Fat,0.142219209,Canned,167.6132,OUT018,2009,Tier 3,Supermarket Type2,1522.0188,Medium
FDD52,18.25,Regular,0.184041545,Dairy,110.157,OUT018,2009,Tier 3,Supermarket Type2,1867.569,Medium
FDD56,15.2,Regular,0.104201019,Fruits and Vegetables,176.5054,OUT018,2009,Tier 3,Supermarket Type2,2976.7918,Medium
FDD58,7.76,Low Fat,0.059594017,Snack Foods,99.67,OUT018,2009,Tier 3,Supermarket Type2,1897.53,Medium
FDE04,19.75,Regular,0.018096488,Frozen Foods,179.566,OUT018,2009,Tier 3,Supermarket Type2,2696.49,Medium
FDE08,18.2,Low Fat,0.049520593,Fruits and Vegetables,147.3734,OUT018,2009,Tier 3,Supermarket Type2,2375.5744,Medium
FDE10,6.67,Regular,0.09031453,Snack Foods,130.5626,OUT018,2009,Tier 3,Supermarket Type2,1180.4634,Medium
FDE11,17.7,Regular,0.135646297,Starchy Foods,186.0924,OUT018,2009,Tier 3,Supermarket Type2,3516.7556,Medium
FDE14,13.65,Regular,0.031573246,Canned,99.47,OUT018,2009,Tier 3,Supermarket Type2,299.61,Medium
FDE16,8.895,Low Fat,0.026451028,Frozen Foods,210.3954,OUT018,2009,Tier 3,Supermarket Type2,5001.4896,Medium
FDE22,9.695,Low Fat,0.029693277,Snack Foods,159.792,OUT018,2009,Tier 3,Supermarket Type2,2716.464,Medium
FDE23,17.6,Regular,0.053397642,Starchy Foods,46.706,OUT018,2009,Tier 3,Supermarket Type2,699.09,Medium
FDE24,14.85,Low Fat,0.09384335,Baking Goods,142.3812,OUT018,2009,Tier 3,Supermarket Type2,1139.8496,Medium
FDE29,8.905,Low Fat,0.143712172,Frozen Foods,60.2878,OUT018,2009,Tier 3,Supermarket Type2,1151.1682,Medium
FDE32,20.7,Low Fat,0.048957533,Fruits and Vegetables,37.8506,OUT018,2009,Tier 3,Supermarket Type2,265.6542,Medium
FDE34,9.195,Low Fat,0.108330902,Snack Foods,183.6634,OUT018,2009,Tier 3,Supermarket Type2,2726.451,Medium
FDE36,5.26,Regular,0.041942549,Baking Goods,165.4868,OUT018,2009,Tier 3,Supermarket Type2,2293.0152,Medium
FDE40,15.6,Regular,0,Dairy,62.4194,OUT018,2009,Tier 3,Supermarket Type2,804.9522,Medium
FDE45,12.1,Low Fat,0.040521714,Fruits and Vegetables,178.5002,OUT018,2009,Tier 3,Supermarket Type2,5552.1062,Medium
FDE59,12.15,Low Fat,0.062541552,Starchy Foods,34.3532,OUT018,2009,Tier 3,Supermarket Type2,251.6724,Medium
FDF02,16.2,Low Fat,0.103894671,Canned,101.299,OUT018,2009,Tier 3,Supermarket Type2,1857.582,Medium
FDF04,17.5,Low Fat,0.013692598,Frozen Foods,259.7304,OUT018,2009,Tier 3,Supermarket Type2,3616.6256,Medium
FDF05,17.5,Low Fat,0.026980351,Frozen Foods,262.591,OUT018,2009,Tier 3,Supermarket Type2,4207.856,Medium
FDF08,14.3,Regular,0,Fruits and Vegetables,89.8856,OUT018,2009,Tier 3,Supermarket Type2,1406.1696,Medium
FDF09,6.215,Low Fat,0.012198395,Fruits and Vegetables,37.4848,OUT018,2009,Tier 3,Supermarket Type2,186.424,Medium
FDF10,15.5,Regular,0,Snack Foods,147.2418,OUT018,2009,Tier 3,Supermarket Type2,1324.2762,Medium
FDF11,10.195,Regular,0.017703044,Starchy Foods,239.4538,OUT018,2009,Tier 3,Supermarket Type2,3605.307,Medium
FDF12,8.235,Low Fat,0.08276363,Baking Goods,146.5076,OUT018,2009,Tier 3,Supermarket Type2,1625.8836,Medium
FDF22,6.865,Low Fat,0.057062186,Snack Foods,212.0218,OUT018,2009,Tier 3,Supermarket Type2,2350.9398,Medium
FDF24,15.5,Regular,0.025473816,Baking Goods,83.1934,OUT018,2009,Tier 3,Supermarket Type2,1146.5076,Medium
FDF26,6.825,Regular,0.046824729,Canned,155.1998,OUT018,2009,Tier 3,Supermarket Type2,2460.7968,Medium
FDF29,15.1,Regular,0.020015391,Frozen Foods,128.831,OUT018,2009,Tier 3,Supermarket Type2,1817.634,Medium
FDF32,16.35,Low Fat,0,Fruits and Vegetables,196.3426,OUT018,2009,Tier 3,Supermarket Type2,1384.1982,Medium
FDF33,7.97,Low Fat,0.021623214,Seafood,107.6596,OUT018,2009,Tier 3,Supermarket Type2,1833.6132,Medium
FDF34,9.3,Regular,0.014076503,Snack Foods,200.0084,OUT018,2009,Tier 3,Supermarket Type2,2182.4924,Medium
FDF39,14.85,Regular,0.019590769,Dairy,261.591,OUT018,2009,Tier 3,Supermarket Type2,2366.919,Medium
FDF41,12.15,Low Fat,0.131714183,Frozen Foods,245.846,OUT018,2009,Tier 3,Supermarket Type2,4434.228,Medium
FDF44,7.17,Regular,0.05997133,Fruits and Vegetables,132.1968,OUT018,2009,Tier 3,Supermarket Type2,2870.9296,Medium
FDF45,18.2,Regular,0.012254429,Fruits and Vegetables,59.9904,OUT018,2009,Tier 3,Supermarket Type2,644.4944,Medium
FDF52,9.3,Low Fat,0.067055339,Frozen Foods,184.2292,OUT018,2009,Tier 3,Supermarket Type2,1277.0044,Medium
FDF59,12.5,Low Fat,0.071534226,Starchy Foods,124.902,OUT018,2009,Tier 3,Supermarket Type2,1771.028,Medium
FDG02,7.855,Low Fat,0.011307038,Canned,188.5188,OUT018,2009,Tier 3,Supermarket Type2,952.094,Medium
FDG04,13.1,Low Fat,0.006087409,Frozen Foods,185.0898,OUT018,2009,Tier 3,Supermarket Type2,1870.898,Medium
FDG08,13.15,Regular,0.166032929,Fruits and Vegetables,170.8764,OUT018,2009,Tier 3,Supermarket Type2,2233.0932,Medium
FDG09,20.6,Regular,0.048131556,Fruits and Vegetables,187.1556,OUT018,2009,Tier 3,Supermarket Type2,4693.89,Medium
FDG10,6.63,Regular,0.01098386,Snack Foods,55.4588,OUT018,2009,Tier 3,Supermarket Type2,343.5528,Medium
FDG12,6.635,Regular,0.006351876,Baking Goods,120.3098,OUT018,2009,Tier 3,Supermarket Type2,1446.1176,Medium
FDG17,6.865,Regular,0.03598621,Frozen Foods,244.1486,OUT018,2009,Tier 3,Supermarket Type2,2687.8346,Medium
FDG20,15.5,Regular,0.126199917,Fruits and Vegetables,178.4028,OUT018,2009,Tier 3,Supermarket Type2,1239.7196,Medium
FDG21,17.35,Regular,0.146895866,Seafood,149.605,OUT018,2009,Tier 3,Supermarket Type2,3745.125,Medium
FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725,OUT018,2009,Tier 3,Supermarket Type2,1747.725,Medium
FDG26,18.85,Low Fat,0.04282359,Canned,254.433,OUT018,2009,Tier 3,Supermarket Type2,2050.664,Medium
FDG33,5.365,Regular,0.140811559,Seafood,173.5764,OUT018,2009,Tier 3,Supermarket Type2,2061.3168,Medium
FDG34,11.5,Regular,0.037723476,Snack Foods,109.5254,OUT018,2009,Tier 3,Supermarket Type2,1953.4572,Medium
FDG35,21.2,Regular,0.007069662,Starchy Foods,175.7738,OUT018,2009,Tier 3,Supermarket Type2,1911.5118,Medium
FDG38,8.975,Regular,0,Canned,84.9224,OUT018,2009,Tier 3,Supermarket Type2,1278.336,Medium
FDG41,8.84,Regular,0.076873991,Frozen Foods,109.9228,OUT018,2009,Tier 3,Supermarket Type2,1547.3192,Medium
FDG44,6.13,Low Fat,0.102607233,Fruits and Vegetables,54.0298,OUT018,2009,Tier 3,Supermarket Type2,808.947,Medium
FDG45,8.1,Low Fat,0,Fruits and Vegetables,211.8902,OUT018,2009,Tier 3,Supermarket Type2,3823.0236,Medium
FDG47,12.8,Low Fat,0.069902438,Starchy Foods,261.3252,OUT018,2009,Tier 3,Supermarket Type2,3410.2276,Medium
FDG50,7.405,Low Fat,0.015334003,Canned,92.7146,OUT018,2009,Tier 3,Supermarket Type2,1185.7898,Medium
FDG52,13.65,Low Fat,0.065898197,Frozen Foods,46.1402,OUT018,2009,Tier 3,Supermarket Type2,459.402,Medium
FDG53,10,Low Fat,0.046043736,Frozen Foods,140.618,OUT018,2009,Tier 3,Supermarket Type2,2376.906,Medium
FDG56,13.3,Regular,0.071743629,Fruits and Vegetables,59.7536,OUT018,2009,Tier 3,Supermarket Type2,918.804,Medium
FDG57,14.7,Low Fat,0.072592873,Fruits and Vegetables,48.5034,OUT018,2009,Tier 3,Supermarket Type2,874.8612,Medium
FDG59,15.85,Low Fat,0.043410693,Starchy Foods,39.4164,OUT018,2009,Tier 3,Supermarket Type2,154.4656,Medium
FDH02,7.27,Regular,0.020865797,Canned,90.2488,OUT018,2009,Tier 3,Supermarket Type2,814.9392,Medium
FDH04,6.115,Regular,0.011419301,Frozen Foods,91.0488,OUT018,2009,Tier 3,Supermarket Type2,1629.8784,Medium
FDH05,14.35,Regular,0.091283986,Frozen Foods,232.6984,OUT018,2009,Tier 3,Supermarket Type2,2316.984,Medium
FDH10,21,Low Fat,0.049505857,Snack Foods,195.3478,OUT018,2009,Tier 3,Supermarket Type2,1162.4868,Medium
FDH19,19.35,Low Fat,0.03322326,Meat,172.0738,OUT018,2009,Tier 3,Supermarket Type2,3301.7022,Medium
FDH20,16.1,Regular,0.025050746,Fruits and Vegetables,97.141,OUT018,2009,Tier 3,Supermarket Type2,1448.115,Medium
FDH24,20.7,Low Fat,0.021518435,Baking Goods,157.5288,OUT018,2009,Tier 3,Supermarket Type2,1571.288,Medium
FDH26,19.25,Regular,0.034841089,Canned,141.1496,OUT018,2009,Tier 3,Supermarket Type2,282.2992,Medium
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Tier 3,Supermarket Type2,1869.5664,Medium
FDH28,15.85,Regular,0.110479217,Frozen Foods,36.7506,OUT018,2009,Tier 3,Supermarket Type2,531.3084,Medium
FDH32,12.8,Low Fat,0.076369874,Fruits and Vegetables,97.241,OUT018,2009,Tier 3,Supermarket Type2,1448.115,Medium
FDH33,12.85,Low Fat,0.122221269,Snack Foods,45.9428,OUT018,2009,Tier 3,Supermarket Type2,1274.3412,Medium
FDH38,6.425,Low Fat,0.010480751,Canned,116.5808,OUT018,2009,Tier 3,Supermarket Type2,2460.7968,Medium
FDH40,11.6,Regular,0.079251097,Frozen Foods,79.2276,OUT018,2009,Tier 3,Supermarket Type2,649.8208,Medium
FDH45,15.1,Regular,0.106097275,Fruits and Vegetables,43.2796,OUT018,2009,Tier 3,Supermarket Type2,123.8388,Medium
FDH48,13.5,Low Fat,0,Baking Goods,84.554,OUT018,2009,Tier 3,Supermarket Type2,778.986,Medium
FDH50,15,Regular,0.162093059,Canned,182.5266,OUT018,2009,Tier 3,Supermarket Type2,1290.9862,Medium
FDH53,20.5,Regular,0.019277945,Frozen Foods,82.8592,OUT018,2009,Tier 3,Supermarket Type2,1733.7432,Medium
FDH56,9.8,Regular,0.06407717,Fruits and Vegetables,116.7492,OUT018,2009,Tier 3,Supermarket Type2,1621.8888,Medium
FDH57,10.895,Low Fat,0.035893143,Fruits and Vegetables,131.3284,OUT018,2009,Tier 3,Supermarket Type2,1318.284,Medium
FDH58,12.3,Low Fat,0,Snack Foods,116.4834,OUT018,2009,Tier 3,Supermarket Type2,1842.9344,Medium
FDI02,15.7,Regular,0.115031783,Canned,114.1202,OUT018,2009,Tier 3,Supermarket Type2,787.6414,Medium
FDI04,13.65,Regular,0.073209447,Frozen Foods,197.6426,OUT018,2009,Tier 3,Supermarket Type2,2768.3964,Medium
FDI08,18.2,Regular,0.066567121,Fruits and Vegetables,250.2092,OUT018,2009,Tier 3,Supermarket Type2,2988.1104,Medium
FDI09,20.75,Regular,0.129864461,Seafood,240.188,OUT018,2009,Tier 3,Supermarket Type2,5992.2,Medium
FDI14,14.1,Low Fat,0.090043082,Canned,140.1496,OUT018,2009,Tier 3,Supermarket Type2,846.8976,Medium
FDI16,14,Regular,0.136328794,Frozen Foods,54.864,OUT018,2009,Tier 3,Supermarket Type2,319.584,Medium
FDI20,19.1,Low Fat,0.038720852,Fruits and Vegetables,210.8586,OUT018,2009,Tier 3,Supermarket Type2,6331.758,Medium
FDI21,5.59,Regular,0.056833394,Snack Foods,61.9168,OUT018,2009,Tier 3,Supermarket Type2,1214.4192,Medium
FDI26,5.94,Low Fat,0.035028853,Canned,179.8344,OUT018,2009,Tier 3,Supermarket Type2,1249.0408,Medium
FDI28,14.3,Low Fat,0.026428924,Frozen Foods,78.2302,OUT018,2009,Tier 3,Supermarket Type2,554.6114,Medium
FDI34,10.65,Regular,0.085482761,Snack Foods,231.4668,OUT018,2009,Tier 3,Supermarket Type2,3225.1352,Medium
FDI36,12.5,Regular,0.062597392,Baking Goods,196.9426,OUT018,2009,Tier 3,Supermarket Type2,5339.0502,Medium
FDI40,11.5,Regular,0.126114605,Frozen Foods,99.3358,OUT018,2009,Tier 3,Supermarket Type2,804.2864,Medium
FDI41,18.5,Regular,0.062510529,Frozen Foods,146.8418,OUT018,2009,Tier 3,Supermarket Type2,2059.9852,Medium
FDI45,13.1,Low Fat,0.037734334,Fruits and Vegetables,173.9054,OUT018,2009,Tier 3,Supermarket Type2,3677.2134,Medium
FDI46,9.5,Low Fat,0.074648119,Snack Foods,253.3724,OUT018,2009,Tier 3,Supermarket Type2,755.0172,Medium
FDI50,8.42,Regular,0.030968306,Canned,227.8352,OUT018,2009,Tier 3,Supermarket Type2,3435.528,Medium
FDI52,18.7,Low Fat,0.105104552,Frozen Foods,121.7072,OUT018,2009,Tier 3,Supermarket Type2,1347.5792,Medium
FDI56,7.325,Low Fat,0.093765794,Fruits and Vegetables,90.3146,OUT018,2009,Tier 3,Supermarket Type2,1733.0774,Medium
FDI57,19.85,Low Fat,0.054245722,Seafood,196.0768,OUT018,2009,Tier 3,Supermarket Type2,5518.1504,Medium
FDI60,7.22,Regular,0.038477325,Baking Goods,62.951,OUT018,2009,Tier 3,Supermarket Type2,1138.518,Medium
FDJ03,12.35,Regular,0.072689818,Dairy,48.7692,OUT018,2009,Tier 3,Supermarket Type2,788.3072,Medium
FDJ04,18,Low Fat,0.124959013,Frozen Foods,116.5124,OUT018,2009,Tier 3,Supermarket Type2,355.5372,Medium
FDJ07,7.26,Low Fat,0.014482278,Meat,118.115,OUT018,2009,Tier 3,Supermarket Type2,1864.24,Medium
FDJ08,11.1,Low Fat,0.111122936,Fruits and Vegetables,189.2846,OUT018,2009,Tier 3,Supermarket Type2,3630.6074,Medium
FDJ09,15,Low Fat,0.058632705,Snack Foods,46.4744,OUT018,2009,Tier 3,Supermarket Type2,543.2928,Medium
FDJ10,5.095,Regular,0.130031207,Snack Foods,142.4838,OUT018,2009,Tier 3,Supermarket Type2,561.9352,Medium
FDJ16,9.195,Low Fat,0.115353642,Frozen Foods,58.9246,OUT018,2009,Tier 3,Supermarket Type2,926.7936,Medium
FDJ20,20.7,Regular,0.100583009,Fruits and Vegetables,123.5388,OUT018,2009,Tier 3,Supermarket Type2,1981.4208,Medium
FDJ21,16.7,Regular,0.038685176,Snack Foods,146.6102,OUT018,2009,Tier 3,Supermarket Type2,2770.3938,Medium
FDJ22,18.75,Low Fat,0.053025371,Snack Foods,192.5504,OUT018,2009,Tier 3,Supermarket Type2,2109.2544,Medium
FDJ26,15.3,Regular,0.08511049,Canned,215.7218,OUT018,2009,Tier 3,Supermarket Type2,1923.4962,Medium
FDJ27,17.7,Regular,0.122372504,Meat,101.5674,OUT018,2009,Tier 3,Supermarket Type2,1629.8784,Medium
FDJ33,8.895,Regular,0.088681966,Snack Foods,121.973,OUT018,2009,Tier 3,Supermarket Type2,2956.152,Medium
FDJ34,11.8,Regular,0.094037241,Snack Foods,124.5704,OUT018,2009,Tier 3,Supermarket Type2,1001.3632,Medium
FDJ38,8.6,Regular,0.040369315,Canned,189.753,OUT018,2009,Tier 3,Supermarket Type2,2846.295,Medium
FDJ41,6.85,Low Fat,0.022976497,Frozen Foods,261.6594,OUT018,2009,Tier 3,Supermarket Type2,3401.5722,Medium
FDJ45,17.75,Low Fat,0.073709686,Seafood,35.1216,OUT018,2009,Tier 3,Supermarket Type2,415.4592,Medium
FDJ46,11.1,Low Fat,0.04500603,Snack Foods,174.0054,OUT018,2009,Tier 3,Supermarket Type2,2101.2648,Medium
FDJ52,7.145,Low Fat,0.01785932,Frozen Foods,160.6578,OUT018,2009,Tier 3,Supermarket Type2,2246.4092,Medium
FDJ53,10.5,Low Fat,0.071548187,Frozen Foods,120.2098,OUT018,2009,Tier 3,Supermarket Type2,602.549,Medium
FDJ55,12.8,Regular,0.023626808,Meat,223.2404,OUT018,2009,Tier 3,Supermarket Type2,2475.4444,Medium
FDJ57,7.42,Regular,0.021661527,Seafood,187.7582,OUT018,2009,Tier 3,Supermarket Type2,2600.6148,Medium
FDJ58,15.6,Regular,0.105725004,Snack Foods,169.9764,OUT018,2009,Tier 3,Supermarket Type2,2748.4224,Medium
FDK02,12.5,Low Fat,0.112681821,Canned,119.144,OUT018,2009,Tier 3,Supermarket Type2,3235.788,Medium
FDK03,12.6,Regular,0.074221559,Dairy,255.9356,OUT018,2009,Tier 3,Supermarket Type2,4832.3764,Medium
FDK08,9.195,Regular,0.122802943,Fruits and Vegetables,100.1016,OUT018,2009,Tier 3,Supermarket Type2,1113.2176,Medium
FDK10,5.785,Regular,0.040523265,Snack Foods,177.866,OUT018,2009,Tier 3,Supermarket Type2,4853.682,Medium
FDK14,6.98,Low Fat,0.041273236,Canned,82.4934,OUT018,2009,Tier 3,Supermarket Type2,982.7208,Medium
FDK15,10.8,Low Fat,0.098814721,Meat,100.5042,OUT018,2009,Tier 3,Supermarket Type2,1884.8798,Medium
FDK16,9.065,Low Fat,0.115799592,Frozen Foods,95.3094,OUT018,2009,Tier 3,Supermarket Type2,1713.7692,Medium
FDK20,12.6,Regular,0.041726942,Fruits and Vegetables,122.0072,OUT018,2009,Tier 3,Supermarket Type2,1470.0864,Medium
FDK21,7.905,Low Fat,0.010053105,Snack Foods,249.0408,OUT018,2009,Tier 3,Supermarket Type2,6258.52,Medium
FDK22,9.8,Low Fat,0.026192765,Snack Foods,215.685,OUT018,2009,Tier 3,Supermarket Type2,649.155,Medium
FDK24,9.195,Low Fat,0,Baking Goods,43.6744,OUT018,2009,Tier 3,Supermarket Type2,407.4696,Medium
FDK26,5.46,Regular,0.032308482,Canned,185.224,OUT018,2009,Tier 3,Supermarket Type2,2423.512,Medium
FDK28,5.695,Low Fat,0.065857092,Frozen Foods,258.5646,OUT018,2009,Tier 3,Supermarket Type2,4380.2982,Medium
FDK33,17.85,Low Fat,0.011281018,Snack Foods,213.756,OUT018,2009,Tier 3,Supermarket Type2,3408.896,Medium
FDK34,13.35,Low Fat,0,Snack Foods,238.7564,OUT018,2009,Tier 3,Supermarket Type2,1906.8512,Medium
FDK38,6.65,Low Fat,0.053506996,Canned,150.0734,OUT018,2009,Tier 3,Supermarket Type2,3563.3616,Medium
FDK40,7.035,Low Fat,0.021938404,Frozen Foods,264.691,OUT018,2009,Tier 3,Supermarket Type2,5785.802,Medium
FDK43,9.8,Low Fat,0.026950104,Meat,128.402,OUT018,2009,Tier 3,Supermarket Type2,1265.02,Medium
FDK46,9.6,Low Fat,0.051677051,Snack Foods,258.062,OUT018,2009,Tier 3,Supermarket Type2,2856.282,Medium
FDK50,7.96,Low Fat,0.028478742,Canned,161.8894,OUT018,2009,Tier 3,Supermarket Type2,2750.4198,Medium
FDK52,18.25,Low Fat,0,Frozen Foods,224.1062,OUT018,2009,Tier 3,Supermarket Type2,4965.5364,Medium
FDK55,18.5,Low Fat,0.02586664,Meat,88.9172,OUT018,2009,Tier 3,Supermarket Type2,1695.1268,Medium
FDK58,11.35,Regular,0.045165796,Snack Foods,100.0016,OUT018,2009,Tier 3,Supermarket Type2,1012.016,Medium
FDK60,16.5,Regular,0.094246644,Baking Goods,98.9068,OUT018,2009,Tier 3,Supermarket Type2,1749.7224,Medium
FDL03,19.25,Regular,0.027190917,Meat,194.811,OUT018,2009,Tier 3,Supermarket Type2,2160.521,Medium
FDL10,8.395,Low Fat,0.039653081,Snack Foods,99.5042,OUT018,2009,Tier 3,Supermarket Type2,1686.4714,Medium
FDL13,13.85,Regular,0.056547986,Breakfast,232.73,OUT018,2009,Tier 3,Supermarket Type2,6291.81,Medium
FDL15,17.85,Low Fat,0.046824729,Meat,153.6682,OUT018,2009,Tier 3,Supermarket Type2,1829.6184,Medium
FDL16,12.85,Low Fat,0.169139066,Frozen Foods,46.406,OUT018,2009,Tier 3,Supermarket Type2,186.424,Medium
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Tier 3,Supermarket Type2,1779.0176,Medium
FDL24,10.3,Regular,0.024998007,Baking Goods,174.4422,OUT018,2009,Tier 3,Supermarket Type2,3448.844,Medium
FDL25,6.92,Regular,0.131458247,Breakfast,90.5804,OUT018,2009,Tier 3,Supermarket Type2,183.7608,Medium
FDL26,18,Low Fat,0.073490977,Canned,157.3972,OUT018,2009,Tier 3,Supermarket Type2,778.986,Medium
FDL27,6.17,Low Fat,0.010674255,Meat,63.4826,OUT018,2009,Tier 3,Supermarket Type2,774.9912,Medium
FDL34,16,Low Fat,0.041112694,Snack Foods,139.9496,OUT018,2009,Tier 3,Supermarket Type2,3105.2912,Medium
FDL36,15.1,Low Fat,0.076385385,Baking Goods,88.483,OUT018,2009,Tier 3,Supermarket Type2,988.713,Medium
FDL38,13.8,Regular,0.014793124,Canned,88.5172,OUT018,2009,Tier 3,Supermarket Type2,2408.8644,Medium
FDL39,16.1,Regular,0.06358934,Dairy,179.4318,OUT018,2009,Tier 3,Supermarket Type2,360.8636,Medium
FDL40,17.7,Low Fat,0.011660463,Frozen Foods,96.541,OUT018,2009,Tier 3,Supermarket Type2,2220.443,Medium
FDL44,18.25,Low Fat,0.012325122,Fruits and Vegetables,162.8894,OUT018,2009,Tier 3,Supermarket Type2,647.1576,Medium
FDL45,15.6,Low Fat,0.037841362,Snack Foods,125.2704,OUT018,2009,Tier 3,Supermarket Type2,2628.5784,Medium
FDL46,20.35,Low Fat,0.054277132,Snack Foods,117.3466,OUT018,2009,Tier 3,Supermarket Type2,824.9262,Medium
FDL50,12.15,Regular,0.042485444,Canned,125.0046,OUT018,2009,Tier 3,Supermarket Type2,1743.0644,Medium
FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,2009,Tier 3,Supermarket Type2,1286.3256,Medium
FDL52,6.635,Regular,0.046277956,Frozen Foods,36.7506,OUT018,2009,Tier 3,Supermarket Type2,75.9012,Medium
FDL56,14.1,Low Fat,0.126292985,Fruits and Vegetables,88.6198,OUT018,2009,Tier 3,Supermarket Type2,1133.8574,Medium
FDL57,15.1,Regular,0.067350054,Snack Foods,257.3304,OUT018,2009,Tier 3,Supermarket Type2,3874.956,Medium
FDL58,5.78,Regular,0.074451126,Snack Foods,264.5568,OUT018,2009,Tier 3,Supermarket Type2,6327.7632,Medium
FDM01,7.895,Regular,0.094952408,Breakfast,101.1332,OUT018,2009,Tier 3,Supermarket Type2,1332.9316,Medium
FDM02,12.5,Regular,0.074035423,Canned,87.9198,OUT018,2009,Tier 3,Supermarket Type2,1133.8574,Medium
FDM03,12.65,Low Fat,0.123531974,Meat,108.2938,OUT018,2009,Tier 3,Supermarket Type2,535.969,Medium
FDM04,9.195,Regular,0.04731256,Frozen Foods,50.7666,OUT018,2009,Tier 3,Supermarket Type2,512.666,Medium
FDM09,11.15,Regular,0.086281593,Snack Foods,170.579,OUT018,2009,Tier 3,Supermarket Type2,1358.232,Medium
FDM13,6.425,Low Fat,0.063432676,Breakfast,132.8626,OUT018,2009,Tier 3,Supermarket Type2,524.6504,Medium
FDM15,11.8,Regular,0.057655493,Meat,152.6366,OUT018,2009,Tier 3,Supermarket Type2,1662.5026,Medium
FDM16,8.155,Regular,0.033692089,Frozen Foods,76.2354,OUT018,2009,Tier 3,Supermarket Type2,1279.0018,Medium
FDM20,10,Low Fat,0,Fruits and Vegetables,246.9144,OUT018,2009,Tier 3,Supermarket Type2,3185.1872,Medium
FDM25,10.695,Regular,0.060912865,Breakfast,173.8712,OUT018,2009,Tier 3,Supermarket Type2,4570.0512,Medium
FDM27,12.35,Regular,0.15911489,Meat,158.1946,OUT018,2009,Tier 3,Supermarket Type2,1104.5622,Medium
FDM32,20.5,Low Fat,0.020688969,Fruits and Vegetables,88.183,OUT018,2009,Tier 3,Supermarket Type2,719.064,Medium
FDM33,15.6,Low Fat,0,Snack Foods,220.4798,OUT018,2009,Tier 3,Supermarket Type2,661.1394,Medium
FDM34,19,Low Fat,0.067722325,Snack Foods,130.8626,OUT018,2009,Tier 3,Supermarket Type2,1573.9512,Medium
FDM39,6.42,Low Fat,0.053688479,Dairy,178.3002,OUT018,2009,Tier 3,Supermarket Type2,2328.3026,Medium
FDM44,12.5,Low Fat,0.031176157,Fruits and Vegetables,103.099,OUT018,2009,Tier 3,Supermarket Type2,722.393,Medium
FDM50,13,Regular,0.030211742,Canned,59.322,OUT018,2009,Tier 3,Supermarket Type2,539.298,Medium
FDM56,16.7,Low Fat,0,Fruits and Vegetables,109.1912,OUT018,2009,Tier 3,Supermarket Type2,545.956,Medium
FDM58,16.85,Regular,0.080015028,Snack Foods,111.8544,OUT018,2009,Tier 3,Supermarket Type2,1677.816,Medium
FDM60,10.8,Regular,0.048339408,Baking Goods,41.5138,OUT018,2009,Tier 3,Supermarket Type2,446.7518,Medium
FDN01,8.895,Low Fat,0.072693696,Breakfast,175.937,OUT018,2009,Tier 3,Supermarket Type2,529.311,Medium
FDN04,11.8,Regular,0.014144442,Frozen Foods,180.4344,OUT018,2009,Tier 3,Supermarket Type2,535.3032,Medium
FDN08,7.72,Regular,0,Fruits and Vegetables,117.7466,OUT018,2009,Tier 3,Supermarket Type2,1296.3126,Medium
FDN09,14.15,Low Fat,0.035016754,Snack Foods,245.3828,OUT018,2009,Tier 3,Supermarket Type2,1705.7796,Medium
FDN10,11.5,Low Fat,0,Snack Foods,119.5124,OUT018,2009,Tier 3,Supermarket Type2,829.5868,Medium
FDN12,15.6,Low Fat,0,Baking Goods,111.8544,OUT018,2009,Tier 3,Supermarket Type2,1454.1072,Medium
